NAME	TITLE	SCORE	
CDC42EP1		0.16874853	
AL049830.3		0.16868952	
SEC23A		0.16862077	
ZMYND11		0.16846561	
ZBTB48		0.16838033	
R3HCC1		0.1683109	
MAP3K14		0.16831069	
EVI5		0.16830342	
AC106864.1		0.16829385	
RAB11FIP2		0.16824771	
ASB9		0.16817257	
HERPUD1		0.16815206	
AL357060.1		0.16811408	
FZD1		0.16806002	
FAM126A		0.16805087	
AC010542.4		0.16800919	
DHRS7		0.16793717	
NME5		0.16793583	
PRCD		0.16792603	
AC007728.1		0.16791004	
TSC22D3		0.16787006	
CNN2P8		0.16782188	
CRLF1		0.16780026	
MSRB1		0.16771768	
AC021683.1		0.16766806	
LINC02259		0.16761303	
AP006621.4		0.16761105	
KLHL10		0.16759507	
ZNF800		0.16756642	
GPR65		0.16756494	
FBXL15		0.16755408	
RTL9		0.16754705	
GPM6B		0.16748583	
LINC01800		0.16745567	
AC007613.1		0.16742946	
AC134775.1		0.16733344	
AC011899.3		0.16732357	
AC009962.1		0.16731499	
MRPL35P2		0.16730106	
PCDHAC1		0.16721736	
UBASH3A		0.1671462	
AL122010.1		0.16701064	
AC141557.2		0.16700275	
TLE3		0.16694789	
C1GALT1P1		0.16693263	
AC009107.2		0.1668452	
AC020931.1		0.16680917	
ZHX1-C8orf76		0.16678217	
ZDHHC20P4		0.16676992	
SULT1C2P2		0.16672197	
AC019080.1		0.16669102	
FANCL		0.16665898	
MED15		0.16664067	
AC005224.3		0.16661103	
GTSF1		0.16655171	
S100A16		0.1665104	
PPP1R3E		0.16649303	
DMTF1		0.16640443	
ARF4		0.1664016	
CEP164P1		0.16635056	
AC002094.5		0.16631216	
ENOSF1		0.16627246	
YTHDF3-AS1		0.16614704	
Z97652.1		0.16597447	
DGCR10		0.1659054	
KIAA1324		0.16590229	
PTPN11		0.16585557	
CETP		0.16577901	
CAMSAP2		0.1657038	
THBD		0.16569184	
AC018552.2		0.16567363	
AP002490.2		0.16566797	
AL132639.3		0.16561295	
FAM133CP		0.16557397	
ADORA2A		0.16555646	
SUPT20HL1		0.16548534	
CDNF		0.16547325	
AL844908.1		0.16543852	
C16orf96		0.1654287	
AC068880.4		0.16538711	
APPBP2		0.16534975	
AC006372.3		0.16526558	
MARCKS		0.16521846	
GYG1		0.16519724	
SAC3D1		0.16514987	
TRAV13-2		0.16511266	
FSTL5		0.16509336	
MIR7851		0.16498394	
AC109481.1		0.16496235	
MIS12		0.16492294	
ITPRIPL1		0.16488305	
TRABD2B		0.16483611	
ISM1		0.16479623	
UBE3B		0.16478959	
ANO8		0.1647713	
CRIM1		0.16475084	
AC008013.3		0.16474071	
FBXO27		0.16473998	
AC099336.1		0.16470134	
COQ10B		0.16469418	
AC138150.1		0.16468586	
RN7SL709P		0.16465884	
STX8P1		0.1646477	
PTPN4		0.16463315	
ZFP82		0.1645992	
AC016292.2		0.16458075	
RN7SL502P		0.16454983	
AC023512.1		0.16451864	
DLC1		0.16422273	
AC104561.1		0.16416438	
FAM186B		0.16412275	
CLEC6A		0.16406076	
NDST4		0.16404076	
U82695.1		0.16400869	
ATP5MC2		0.16398172	
AC006160.1		0.16395712	
AL031651.1		0.16395521	
TRAJ38		0.16384174	
CEP120		0.16382872	
AC010336.2		0.16381927	
AP001264.1		0.16379802	
SVEP1		0.16377912	
AC245297.2		0.16375387	
TERF2IP		0.16370803	
AC008771.1		0.16368943	
ZNF787		0.16364484	
NAP1L1		0.16357751	
TTLL9		0.16357571	
KRT19P1		0.16351926	
AL160286.2		0.16344653	
BZW1P2		0.16339068	
AL022326.1		0.16335943	
AC010878.1		0.16333929	
RBM48		0.16333072	
AL355574.1		0.1632982	
AL356417.2		0.1632876	
TMEM72		0.16326648	
KRT39		0.16323367	
KLHL30		0.16322175	
THRSP		0.16321974	
OVCH2		0.16320278	
PKIA-AS1		0.1631988	
AL138963.2		0.16318785	
ID2-AS1		0.16316636	
AC074033.1		0.16316062	
NDC1		0.16315669	
RENBP		0.16315214	
SMARCAD1		0.16311295	
NLRP9		0.16306496	
SAP25		0.16305122	
TYROBP		0.16304684	
PCDHA5		0.16301785	
LINC01625		0.16301066	
KRT18P25		0.16297607	
LAMA5		0.16294797	
ENAH		0.16293782	
AC106800.4		0.16286482	
RNU7-195P		0.16286482	
TUBB2A		0.16285965	
ARHGAP36		0.16284177	
AC022400.5		0.16278209	
LINC01516		0.16276452	
NEMP1		0.16276318	
AC004906.1		0.16274911	
PTGR2		0.16268519	
COPS2		0.16265848	
DNAJC22		0.16264422	
ARPC4-TTLL3		0.16258769	
TXNDC15		0.16255158	
Z98884.1		0.16254263	
AC079949.1		0.16248119	
AC113189.4		0.1624361	
MFSD11		0.16236003	
MFSD2B		0.16231029	
THRB-IT1		0.16229573	
IBA57		0.16227785	
WFDC13		0.16227745	
AC083843.3		0.16227202	
NCF2		0.16216496	
AC007342.9		0.16216257	
AC010809.1		0.16211256	
NAMA		0.16207235	
CBFB		0.16198386	
AL035661.1		0.16192529	
AC067931.1		0.16192164	
SELENOI		0.16186808	
TENM2		0.16186233	
HNRNPA1P42		0.16185826	
GLRXP3		0.16183427	
AL034374.1		0.16180737	
PON3		0.16157332	
AC009019.1		0.16152763	
NUDT2		0.16150893	
DPP4		0.16148207	
GLIS3-AS1		0.16147126	
PRPF39		0.16139853	
C11orf94		0.16138867	
AC016910.1		0.16136555	
PLPPR4		0.16130452	
SMARCA1		0.16128895	
NAIP		0.16127287	
AL596202.1		0.16126794	
AC110772.1		0.16125149	
NPIPB5		0.16122495	
PAQR6		0.16121656	
AC079210.1		0.16119856	
AC129507.2		0.16111997	
AL031736.1		0.1610939	
EIF1B		0.16106339	
ZNF385D		0.16104935	
MIR3909		0.16102363	
AP001033.2		0.16101757	
TRHR		0.16092798	
RNU6-702P		0.1608719	
TMEM213		0.16084343	
PPIAP21		0.16079347	
AC090796.1		0.16078381	
ZNF627		0.16077924	
FAM35CP		0.16073889	
AC087481.3		0.1607227	
OSBPL5		0.16071433	
RAB9A		0.16070221	
MIR933		0.16068764	
RBP7		0.16067463	
RSG1		0.16062792	
TMEM41B		0.16061677	
AC097638.1		0.16059786	
AC109466.1		0.16056214	
IFIT1		0.1604935	
KIR2DL3		0.16045505	
AC144836.1		0.16043778	
AP003717.1		0.16041593	
TRBV27		0.16028444	
ZNF770		0.16016781	
FBXO18		0.16015087	
SDHAP3		0.16013514	
AC008050.1		0.16012625	
ELOCP21		0.16010623	
AL365475.1		0.16010576	
AC091544.5		0.16005988	
HMGN2P32		0.16005585	
CD300E		0.16000314	
AC009163.7		0.16000313	
SNORA70F		0.15994656	
PEMT		0.15992403	
AL589647.1		0.15989596	
AC246817.1		0.15985094	
DEPDC1		0.1598505	
SPATA7		0.15982822	
BIN3		0.15966418	
AC013480.1		0.15962335	
BDH2		0.15950043	
AC005104.1		0.15947506	
AC136632.1		0.1593483	
ZBTB17		0.15930644	
AC087343.1		0.15924442	
ARHGAP42		0.159164	
AC103957.2		0.15914738	
INO80D		0.15914473	
EPB41L4A-AS1		0.15912957	
AFF3		0.15911731	
AL049794.2		0.1590586	
LINC02387		0.15903388	
ANGPTL5		0.15900841	
SAMHD1		0.15900333	
TUB		0.15900213	
HOXA11		0.15897635	
AC022819.1		0.15896629	
AC114495.1		0.15895076	
NUP210P3		0.15894935	
LYPLA1P3		0.15893693	
BBIP1P1		0.15884617	
ABCB6		0.15882213	
CALML3-AS1		0.15873526	
AC104634.1		0.1587091	
HSF5		0.158637	
AC024560.2		0.15863052	
KISS1R		0.15861931	
KRT18P7		0.15858565	
GBA2		0.15857957	
HCK		0.15846701	
AL137230.1		0.15843667	
TAT		0.15834363	
AC015813.4		0.15833065	
CCNC		0.15832318	
MIR331		0.15827495	
AC011365.1		0.15819792	
LINC02204		0.15808813	
TRIM26BP		0.15808296	
MIR6859-1		0.15802445	
HCN2		0.15796496	
AC027130.1		0.1579607	
UBE2J2		0.1579456	
GJA1		0.15789287	
GPR156		0.15783572	
LILRA6		0.1578257	
RC3H1		0.15777381	
LARGE-IT1		0.15774819	
CAMTA1		0.15773064	
LINC00592		0.15770741	
INTU		0.15759401	
PHLDA3		0.15756913	
SNHG12		0.15742014	
LINC01395		0.15740646	
TRAV27		0.15740606	
AL157938.3		0.15737309	
SLC25A12		0.15737128	
AL353803.2		0.15736371	
AC090114.2		0.15734488	
LINC01475		0.15727098	
LINC02147		0.15722166	
AC131902.1		0.15722068	
FGG		0.15722042	
AC022733.1		0.15721972	
AC073910.1		0.15721972	
AC092131.1		0.15721914	
RNA5SP246		0.15721914	
AL135785.1		0.15721914	
GIP		0.15721914	
DPP9-AS1		0.15719737	
AL031595.1		0.15719694	
FAM168A		0.1571728	
AL831737.1		0.15713851	
ZKSCAN8		0.15712398	
AC009303.3		0.15708466	
TRIAP1		0.15699552	
GGNBP1		0.15690412	
EIF3KP3		0.15687837	
C9orf147		0.15681179	
HMGB3P21		0.156764	
LINC00092		0.15676123	
AC092354.1		0.15674688	
MTND4P19		0.15673482	
NUTM2HP		0.15670897	
LINC02076		0.15669416	
AP001636.2		0.15668404	
TRAM2-AS1		0.15665963	
OXCT2		0.15664561	
ST3GAL6-AS1		0.15663299	
KLF17P1		0.15663262	
CFAP74		0.15659034	
C5orf56		0.15657598	
AC007204.1		0.15657194	
TMEM132D		0.15655847	
MPP5		0.15651663	
ZNF358		0.15644917	
AC012613.1		0.15640505	
TRBJ2-1		0.1563665	
AL391834.2		0.15636571	
RN7SL508P		0.15631217	
HSBP1		0.15610705	
TUBGCP2		0.1560772	
LYG1		0.15606366	
AC018797.2		0.15602005	
AC099066.3		0.15596767	
POMZP3		0.1559646	
AC027601.2		0.15596148	
NDUFA1		0.15591067	
AC021739.4		0.15589347	
FAM177B		0.1557524	
P2RY2		0.15573245	
AC010247.2		0.15573178	
NAB2		0.15572168	
SDK1		0.15569247	
AC136285.1		0.1556853	
AL139412.1		0.15566269	
AC108676.2		0.15560298	
CHAC2		0.15544467	
RNF19A		0.15544333	
CD37		0.15540181	
AC064875.1		0.15535763	
AC008735.1		0.1552068	
PHACTR4		0.15520284	
AL138899.1		0.15518464	
CLDND1		0.15511252	
CDK5R2		0.15510751	
VN1R108P		0.1551013	
DUSP1		0.15508695	
UCP2		0.15505823	
BCAT1		0.15505138	
RF00066		0.15498553	
HECW1-IT1		0.15494663	
KRT6C		0.15492827	
AKAP10		0.15487507	
RN7SKP219		0.15486746	
AL035665.1		0.15475875	
SLC4A1		0.15475015	
CHST4		0.15470695	
TREML1		0.15465401	
TTLL11		0.15463741	
RN7SL40P		0.15459819	
AC008105.2		0.15458843	
AC010904.1		0.15456684	
C1QL3		0.15453798	
HNRNPA1P43		0.15451422	
UGT1A7		0.1544947	
HOXA13		0.1544905	
CYCS		0.1544825	
PRR34		0.1544537	
SETD9		0.15442507	
AC010504.1		0.1543931	
RFX7		0.15427724	
H6PD		0.15425019	
ARID4A		0.15423235	
PLCL2-AS1		0.15422295	
AL358333.2		0.15421316	
MICU2		0.15419698	
P2RX7		0.15418592	
AL354941.1		0.15413116	
OR52P1P		0.15413116	
TCEA3		0.15403645	
WASL		0.1540228	
MRPL23		0.15400633	
MAATS1		0.15400273	
AC123788.1		0.15393056	
AC004241.5		0.1539251	
ERCC4		0.15385433	
COL4A2		0.15383849	
PLEKHA2		0.15382692	
AC090617.7		0.15360768	
FER1L4		0.15358344	
SCDP1		0.15355596	
STAR		0.15349501	
CHST3		0.15343234	
ACAP2		0.15338373	
RNU1-124P		0.15338317	
IGFBP2		0.15334415	
GNGT1		0.15330838	
MIR4257		0.1532995	
CCDC125		0.15323916	
SEPT9		0.15323141	
AC015853.3		0.15320371	
AL591135.1		0.15313213	
AC068580.3		0.1531199	
KLHL2		0.15311588	
AL023583.1		0.15310308	
AC022001.1		0.15310115	
SEPSECS-AS1		0.15307	
ZNF248		0.15305229	
AL162411.1		0.15303287	
TRAJ37		0.1530263	
AC011504.1		0.15296519	
AL022328.2		0.15294625	
DDX39BP1		0.15294397	
TRAV1-2		0.15287338	
KCNH4		0.15281774	
AC092692.1		0.15281741	
AC148477.2		0.15280241	
TLK1P1		0.15275337	
PGBD4		0.15271324	
AC025171.2		0.15267386	
AC023310.4		0.15262862	
AC020917.2		0.1526099	
VDAC3P1		0.15254481	
FAM208A		0.15252912	
LINC01050		0.15244885	
RAB15		0.15241168	
MIR6829		0.15240146	
AC035139.1		0.15235932	
SLC2A4RG		0.15231706	
LINC01474		0.15230078	
ZNF347		0.15217759	
NDUFB7		0.15217152	
TAS2R14		0.15204743	
MOAP1		0.15198079	
PPIL4		0.15197265	
AL096678.1		0.15189384	
AC007622.1		0.1518315	
CSMD2		0.15181896	
HTRA1		0.15179928	
ALG1L9P		0.15176061	
AL034555.1		0.15170678	
TRO		0.15169047	
SNRPF		0.15168594	
ZBTB26		0.15167731	
AC009319.1		0.15166602	
AC114781.1		0.15162793	
RNU6-1057P		0.15158768	
RN7SL316P		0.15158768	
ZNF710-AS1		0.15158229	
AC007842.1		0.15156597	
AC008870.2		0.15155289	
PHF2		0.15143582	
AC013476.2		0.15137058	
MTCYBP3		0.15136026	
AC139720.2		0.15135123	
AL512633.1		0.15118372	
AC006963.1		0.1511385	
GPAA1P2		0.1511385	
AC120036.3		0.15113781	
AC093702.1		0.15113781	
AC007920.1		0.15113781	
SNX6P1		0.15111023	
HNRNPA1P65		0.15105672	
LUZP1		0.15105295	
ZNF449		0.15105046	
RFX1		0.1510471	
AC126615.2		0.15103096	
PLEKHF2		0.1510194	
AC107079.1		0.15095659	
MORN5		0.15092623	
TEX14		0.15087897	
MRPL36		0.15085828	
AC006262.1		0.15083064	
LINC00674		0.15082195	
TNFAIP6		0.15080757	
KRT8P34		0.15080644	
RNU1-109P		0.15080115	
AL391097.2		0.15079388	
NCAM2		0.15070601	
DNAH17-AS1		0.15068524	
CNPY2		0.15067354	
AC010653.1		0.1506413	
AC073878.1		0.15061514	
AP003168.2		0.15061514	
GTF2F2P1		0.15057568	
AC013244.2		0.15057218	
SNORD13E		0.15057155	
GAD2		0.15057155	
DIO2-AS1		0.15057097	
AC021683.3		0.15056959	
AL360295.1		0.15056959	
RF02126		0.15056877	
TMSB4XP3		0.15056753	
SNORD116-29		0.15056664	
UBE2Q2P6		0.15056537	
AL445209.1		0.15056537	
AC018697.1		0.15056537	
MIR4665		0.15056537	
XACT		0.15056537	
AC103563.7		0.15056537	
OTX2		0.15056537	
WFDC8		0.15056537	
LINC00470		0.15056537	
LYPD4		0.15056534	
BLOC1S2		0.15053329	
AL021391.1		0.15053165	
AL603914.1		0.15049179	
LINC01587		0.15049179	
ATP6V0A2		0.15045998	
REELD1		0.1504522	
TIPIN		0.15040639	
NCDN		0.15037593	
AC009065.1		0.15029654	
RN7SL182P		0.15028909	
FAM96AP2		0.15023658	
BZW1P1		0.15019381	
AC009997.1		0.15015516	
MAP3K11		0.15010475	
AL096701.3		0.1500708	
CERK		0.15006128	
AC092431.1		0.14999945	
PCDHGC3		0.1499994	
AP000944.1		0.14995912	
LINC01424		0.14995809	
NDUFB10P2		0.14992486	
AC044781.1		0.14992486	
RF00191		0.14992486	
BNIPL		0.14992338	
AC087362.1		0.1499227	
AL360091.2		0.14986964	
AL163051.1		0.1497988	
AC007728.2		0.14972861	
ANKFY1		0.14972454	
WARS		0.14961512	
LBX2		0.14960767	
RGPD2		0.14959274	
MT-TI		0.14956579	
AC133561.1		0.14951354	
TEP1		0.14948578	
SERPINB4		0.14944984	
GP6		0.14941567	
UBD		0.14941071	
CTBP1-AS2		0.14936359	
AGPAT4-IT1		0.14932759	
ARHGAP21		0.14927241	
NUP214		0.14917174	
TMEM51		0.14915238	
AP001858.1		0.14909396	
AP003080.1		0.1490866	
AC025857.2		0.14906631	
AC090970.1		0.14906177	
AC008667.3		0.1490563	
TMPRSS11D		0.1490326	
SAP30		0.14901572	
NIPAL1		0.14898825	
KIAA0753		0.14895795	
AC003973.3		0.14891766	
MIR3139		0.14891283	
AL136097.2		0.14891283	
LINC00632		0.14890985	
CDK2AP1		0.14890961	
AC010342.1		0.14888088	
MTND2P2		0.14887205	
AP000873.2		0.14887114	
LINC02507		0.14885563	
PLXDC2		0.14885192	
FBXO11		0.14884372	
ZC2HC1C		0.14882587	
UBXN4		0.1487733	
AC005831.1		0.14875886	
RBM25		0.14873987	
UBQLN1		0.14872625	
ANAPC2		0.14870873	
AC136424.2		0.14868438	
DDTP1		0.14868438	
HNRNPA1P16		0.14867046	
VAMP3		0.14864755	
AC026740.1		0.1486422	
AL031658.1		0.1485809	
AL355480.3		0.14855237	
AL049747.1		0.14855237	
AC104211.1		0.14854506	
SCNN1A		0.14854166	
AC040174.1		0.14849977	
LMNB1-DT		0.14840485	
AC010333.2		0.14838222	
GFOD1		0.14837106	
SLC9A1		0.1483408	
TTC41P		0.1483177	
FAM215B		0.14831671	
AC244093.2		0.14826855	
ALK		0.14825489	
AC084864.1		0.14823984	
AL031432.3		0.14818743	
LINC00111		0.14817196	
PRR15		0.14816071	
AL139288.1		0.1481509	
AC008878.3		0.14808492	
ELOA		0.1480753	
VSTM2L		0.14807133	
RNF24		0.14802079	
RNU6-890P		0.14795367	
CCDC32		0.1479505	
FAM98B		0.14793548	
AL133499.1		0.1479287	
PEAK1		0.14791925	
AC007450.2		0.14790533	
GRAMD1A		0.14789191	
AC068790.2		0.14788888	
AC004148.2		0.14786525	
AC092835.1		0.1478558	
AC007336.3		0.14782955	
AC107896.1		0.14780846	
MCCD1P1		0.14779596	
AC091046.2		0.14777943	
AC067817.1		0.14777943	
CSRNP1		0.14777303	
DOPEY2		0.14769533	
CNTROB		0.1476711	
ASB7		0.14766674	
CCDC59		0.14764948	
GDI2		0.14755434	
AC093909.6		0.147433	
PCOLCE2		0.14742526	
AC020917.3		0.14742297	
AC113410.1		0.14739606	
DRAP1		0.14738107	
C22orf23		0.14735082	
RIPOR2		0.14735027	
E4F1		0.14732274	
CGB3		0.14719197	
AC239804.2		0.1471356	
SH2D4A		0.14713503	
AL591767.3		0.14711517	
HAPLN3		0.14708239	
CAB39L		0.14705738	
AL132655.2		0.14698681	
PLA2G2C		0.14698581	
GDF3		0.1469704	
GRAMD2B		0.14693521	
TINF2		0.14689922	
AC068768.1		0.14689395	
TUSC1		0.1468721	
HOXD3		0.14683801	
DRAXIN		0.14681304	
TNFRSF12A		0.14680876	
AC097721.1		0.1467966	
NLRP5		0.14678282	
FAM71F1		0.14678282	
LINGO3		0.14677884	
ZFAS1		0.14677203	
PCDHA9		0.14675356	
SOST		0.14671999	
PITPNC1		0.14664887	
RNU7-48P		0.14663072	
REXO5		0.14662656	
AC109927.1		0.14661145	
AC018904.1		0.14660133	
TRMT5		0.14654246	
TTF1		0.1465211	
GRIP2		0.14649947	
SUPT4H1P1		0.14646837	
AC027682.1		0.14644031	
CYP2J2		0.14639112	
RBM22P4		0.14638683	
AC068473.2		0.14638683	
RN7SL786P		0.14638683	
KLF4P1		0.14638683	
RNA5SP256		0.14638683	
SLC22A6		0.14638683	
AL353662.3		0.14638676	
AC064799.2		0.14638676	
RN7SL398P		0.14638676	
AC100793.1		0.14638676	
RNU4-4P		0.14638676	
AC008474.1		0.1463867	
RN7SL288P		0.1463867	
CCNG1P1		0.1463867	
TRAJ24		0.1463867	
AC012443.1		0.14638664	
AC022080.2		0.14638664	
SNORA74C-2		0.14638664	
RNU1-27P		0.14638664	
AC004817.4		0.14638656	
AC024382.1		0.14638656	
HIF1AP1		0.14638649	
RF00598		0.14638649	
COQ10BP2		0.14638649	
MRPL50P2		0.14638649	
RNU6-1201P		0.14638649	
RN7SKP230		0.14638649	
RNU6-238P		0.14638649	
AC244131.1		0.14638641	
AP002815.1		0.14638641	
KRTAP10-10		0.14638641	
AL513122.1		0.14638633	
UBQLN3		0.14638633	
AP000897.2		0.14638624	
AC025030.2		0.14638624	
RN7SL124P		0.14638624	
KRTAP10-9		0.14638624	
RF00272		0.14638624	
KRTAP10-13P		0.14638615	
MIR5000		0.14638604	
AC084024.2		0.14638604	
RN7SL390P		0.14638604	
FAM155A-IT1		0.14638604	
SAMM50P1		0.14638604	
TRAJ27		0.14638604	
SLURP1		0.14638604	
AC007683.2		0.14638592	
AC104763.3		0.14638592	
HSBP1P1		0.14638592	
RN7SL314P		0.14638592	
AC010096.1		0.14638592	
SRGAP3-AS3		0.14638592	
MIR548O		0.14638592	
AC245052.7		0.1463858	
AP002892.2		0.1463858	
TRAJ21		0.1463858	
SNORA19		0.1463858	
RN7SKP1		0.1463858	
RNU6-1306P		0.1463858	
MIR30E		0.1463858	
AC010531.8		0.14638563	
RN7SL778P		0.14638563	
RN7SL748P		0.14638563	
AC007312.1		0.14638563	
RNU6-761P		0.14638563	
AC090617.6		0.14638548	
SRD5A3P1		0.14638548	
AC020549.2		0.14638548	
MIR5695		0.14638548	
MIR4253		0.14638548	
BTG1P1		0.14638548	
AC103831.1		0.14638548	
RNA5SP290		0.14638548	
AC093664.1		0.14638548	
AC069023.1		0.14638548	
LINC01737		0.14638548	
MIR644A		0.14638548	
AC135068.6		0.1463854	
AP001357.1		0.1463854	
LSM3P2		0.14638539	
AC009060.1		0.14638539	
MIR6504		0.14638531	
AC010997.3		0.14638531	
MIR5585		0.14638531	
AP005660.1		0.14638531	
AC020659.2		0.14638531	
RAF1P1		0.14638531	
TMEM256P1		0.14638531	
AC013286.1		0.14638531	
RNU6-920P		0.14638531	
OR6W1P		0.14638531	
AC100827.5		0.1463853	
AC006499.7		0.14638522	
OR2R1P		0.14638522	
AC007679.1		0.14638522	
FRMD7		0.14638516	
AC139792.2		0.14638513	
AP005671.1		0.14638513	
SOX5-AS1		0.14638513	
AC245052.1		0.14638513	
TRAJ20		0.14638513	
TRAJ34		0.14638513	
RNU6-790P		0.14638513	
RNU6-4P		0.14638513	
PPIAP88		0.1463851	
GSX2		0.14638507	
PPIAP52		0.14638503	
MIR1284		0.14638503	
SNORA70B		0.14638503	
MIR6075		0.14638503	
RNA5SP440		0.14638501	
AC010442.2		0.14638501	
RF00418		0.14638501	
TBR1		0.14638501	
AC016831.3		0.14638495	
AC006130.1		0.14638492	
AC108067.1		0.14638492	
ENPP7P1		0.14638492	
RN7SL160P		0.14638492	
AC024084.1		0.14638492	
MIR624		0.14638492	
MIR634		0.14638492	
SNORA30		0.14638492	
CST8		0.14638491	
AC006329.2		0.14638491	
RNU6-141P		0.1463849	
LINC01526		0.14638487	
AC103691.2		0.14638479	
AC093772.1		0.14638479	
GOLGA2P4		0.14638479	
ISCA1P6		0.14638479	
RN7SL219P		0.14638478	
AC092746.1		0.14638478	
LINC01498		0.14638478	
AC012363.2		0.14638478	
AC093422.2		0.14638478	
MIR200C		0.14638478	
RN7SKP214		0.14638478	
AC132186.1		0.14638475	
AC012048.1		0.14638466	
AL591424.3		0.14638466	
RF00618		0.14638466	
MIR6505		0.14638466	
SDHCP1		0.14638466	
RN7SL471P		0.14638466	
AC009090.2		0.14638466	
AC087878.1		0.14638466	
SALL3		0.14638466	
AK3P4		0.14638466	
AC010894.4		0.14638466	
AL451067.1		0.14638466	
RNU4-72P		0.14638466	
TRAJ4		0.14638466	
TRAJ19		0.14638466	
BX546450.2		0.14638466	
AL158198.1		0.14638463	
RF00264		0.14638463	
AC139722.1		0.14638463	
AC011742.1		0.1463846	
AC104066.2		0.14638452	
AL136360.2		0.14638452	
AL358613.1		0.14638452	
AL137100.1		0.14638449	
TRBV7-7		0.14638449	
RNU1-74P		0.14638449	
PRSS55		0.14638449	
HNRNPA1P66		0.14638446	
MIR6728		0.14638439	
AL009028.1		0.14638439	
AC022601.1		0.14638439	
AC010329.1		0.14638439	
OR4K7P		0.14638439	
BUB1B-PAK6		0.14638439	
CCDC179		0.14638439	
RNU4-29P		0.14638439	
AP002075.1		0.14638439	
AC007126.1		0.14638439	
SLIT2-IT1		0.14638439	
RN7SL332P		0.14638439	
RN7SL183P		0.14638439	
RN7SL764P		0.14638439	
AL139156.3		0.14638439	
AC079779.3		0.14638439	
NDUFA5P3		0.14638439	
AL136985.1		0.14638439	
SFR1P1		0.14638439	
AC108879.1		0.14638439	
LINC01946		0.14638439	
RNA5SP95		0.14638439	
MIR569		0.14638439	
SNORD116-2		0.14638439	
RNU6-879P		0.14638439	
MIR425		0.14638439	
AL512604.3		0.14638437	
WFDC5		0.14638436	
AC018714.1		0.14638436	
RGPD5		0.14638431	
AC008667.4		0.14638431	
HCG23		0.14638427	
OR2H2		0.14638424	
AC025524.2		0.14638416	
AC008894.1		0.14638416	
LINC02179		0.14638416	
AC007991.3		0.14638416	
AC005358.1		0.14638416	
RNU2-28P		0.14638416	
AC010320.5		0.14638413	
GMFBP1		0.14638413	
AC092295.1		0.14638413	
LINC01398		0.14638413	
C1orf167		0.14638413	
TRAV34		0.1463841	
LINC00934		0.14638399	
AC104623.2		0.14638399	
MIR7850		0.14638399	
MIR6832		0.14638399	
AC104458.1		0.14638399	
SLC25A36P1		0.14638399	
AC008738.4		0.14638399	
MIR4766		0.14638399	
MIR3145		0.14638399	
AC121320.1		0.14638399	
MIR4441		0.14638399	
AC064805.2		0.14638399	
MIR4698		0.14638399	
AC068987.1		0.14638399	
AL049836.2		0.14638399	
LINC02412		0.14638399	
ILF2P2		0.14638399	
AP003396.3		0.14638399	
AP003066.1		0.14638399	
LINC01030		0.14638399	
MTND1P36		0.14638399	
AC091114.1		0.14638399	
RN7SL756P		0.14638399	
LINC01471		0.14638399	
RBM43P1		0.14638399	
RNU7-194P		0.14638399	
AC073127.1		0.14638399	
AC092807.1		0.14638399	
AKIRIN1P2		0.14638399	
UST-AS1		0.14638399	
RNA5SP354		0.14638399	
TRAJ26		0.14638399	
TRAJ53		0.14638399	
LHCGR		0.14638399	
RNU6-267P		0.14638396	
LINP1		0.14638394	
OR7E1P		0.14638393	
AC087645.1		0.1463839	
AC025627.1		0.1463839	
AC021087.4		0.1463839	
RSL24D1P8		0.1463839	
AL121990.1		0.14638388	
TPT1P8		0.14638385	
KCTD9P2		0.14638385	
AL356441.1		0.14638384	
AL353743.4		0.14638384	
AC093850.1		0.1463838	
LINC01331		0.14638376	
MIR4753		0.14638369	
AC091544.3		0.14638369	
AC098818.1		0.14638369	
AL353691.2		0.14638369	
C4orf51		0.14638369	
AL139125.1		0.14638369	
HMGN2P34		0.14638369	
RNU6-233P		0.14638369	
AL021939.1		0.14638369	
KRT84		0.14638369	
MS4A3		0.14638369	
GNAT1		0.14638367	
AC011477.5		0.14638366	
MIR3193		0.14638366	
AL139161.2		0.14638366	
LINC01468		0.14638366	
MIR3200		0.14638366	
AC040173.1		0.14638364	
AF013593.1		0.14638364	
TARDBPP1		0.14638363	
LINC01250		0.14638361	
PGGT1BP1		0.14638361	
AL096803.3		0.1463836	
LINC01900		0.1463836	
AC055854.1		0.14638346	
AP000432.2		0.1463834	
AC107081.3		0.1463834	
AP000346.3		0.1463834	
AC244131.2		0.1463834	
Z99289.3		0.1463834	
AC121247.2		0.1463834	
AC005000.2		0.1463834	
AC004257.1		0.1463834	
AC010463.2		0.1463834	
MIR3188		0.1463834	
AC010641.1		0.1463834	
ATP5MGP6		0.1463834	
RN7SL488P		0.1463834	
AP005210.1		0.1463834	
DLGAP1-AS3		0.1463834	
AC025283.1		0.1463834	
AC090282.1		0.1463834	
AL603832.2		0.1463834	
AC051619.8		0.1463834	
AC104574.2		0.1463834	
AC009292.2		0.1463834	
AC006530.1		0.1463834	
AC011595.2		0.1463834	
AC010182.1		0.1463834	
GCSHP4		0.1463834	
AP003128.1		0.1463834	
RNU2-60P		0.1463834	
SCARNA14		0.1463834	
PCAT4		0.1463834	
RN7SL734P		0.1463834	
MARK2P6		0.1463834	
RN7SL754P		0.1463834	
AC002465.1		0.1463834	
RNGTTP1		0.1463834	
